Date,Year,Region,Manufacturer,Powertrain,Sales
2016-10-26,2016,China,Tesla,BEV,25
2016-10-26,2016,China,Tesla,BEV,8
2016-10-27,2016,China,General Motors,BEV,40
2016-10-27,2016,China,Ford,PHEV,21
2016-10-28,2016,North America,Ford,BEV,41
2016-10-28,2016,Europe,Hyundai,BEV,48
2016-10-28,2016,Europe,Hyundai,PHEV,60
2016-10-29,2016,China,Tesla,PHEV,12
2016-10-29,2016,Europe,Rivian,BEV,4
2016-10-29,2016,China,Hyundai,PHEV,62
2016-10-30,2016,China,Rivian,BEV,2
2016-10-31,2016,China,Ford,BEV,24
2016-10-31,2016,Europe,Others,BEV,64
2016-10-31,2016,China,Tesla,BEV,60
2016-11-01,2016,China,General Motors,BEV,32
2016-11-02,2016,China,General Motors,BEV,13
2016-11-02,2016,Europe,Tesla,PHEV,162
2016-11-02,2016,China,BYD,PHEV,28
2016-11-03,2016,North America,BYD,BEV,52
2016-11-03,2016,China,Rivian,PHEV,5
2016-11-04,2016,Rest of World,BYD,BEV,43
2016-11-04,2016,China,NIO,PHEV,42
2016-11-04,2016,China,Volkswagen,PHEV,45
2016-11-04,2016,North America,Others,BEV,13
2016-11-04,2016,Europe,General Motors,BEV,65
2016-11-05,2016,China,Others,BEV,24
2016-11-05,2016,Europe,Rivian,BEV,3
2016-11-06,2016,North America,Hyundai,BEV,32
2016-11-08,2016,Europe,NIO,BEV,4
2016-11-09,2016,Europe,Volkswagen,BEV,92
2016-11-09,2016,China,Ford,PHEV,59
2016-11-10,2016,China,General Motors,PHEV,36
2016-11-10,2016,China,Rivian,BEV,3
2016-11-11,2016,China,Rivian,BEV,4
2016-11-11,2016,North America,General Motors,BEV,80
2016-11-11,2016,North America,BYD,BEV,51
2016-11-11,2016,North America,Rivian,BEV,6
2016-11-12,2016,North America,Hyundai,PHEV,44
2016-11-12,2016,Rest of World,Rivian,BEV,1
2016-11-12,2016,China,Tesla,PHEV,36
2016-11-13,2016,China,General Motors,BEV,9
2016-11-14,2016,Rest of World,BYD,BEV,10
2016-11-15,2016,Europe,Tesla,BEV,128
2016-11-15,2016,North America,NIO,PHEV,5
2016-11-15,2016,Europe,General Motors,BEV,51
2016-11-15,2016,North America,Volkswagen,PHEV,21
2016-11-15,2016,North America,General Motors,BEV,119
2016-11-15,2016,China,BYD,BEV,174
2016-11-15,2016,Europe,Ford,PHEV,94
2016-11-15,2016,Europe,Hyundai,PHEV,62
2016-11-15,2016,China,Tesla,BEV,58
2016-11-16,2016,Europe,Rivian,BEV,2
2016-11-16,2016,China,Tesla,BEV,63
2016-11-16,2016,Europe,Volkswagen,BEV,97
2016-11-17,2016,Europe,NIO,BEV,4
2016-11-18,2016,North America,Rivian,BEV,6
2016-11-18,2016,China,Rivian,BEV,3
2016-11-18,2016,North America,General Motors,BEV,63
2016-11-18,2016,North America,Others,BEV,48
2016-11-19,2016,China,NIO,BEV,74
2016-11-19,2016,Europe,General Motors,BEV,53
2016-11-20,2016,China,Ford,BEV,22
2016-11-20,2016,Rest of World,Others,BEV,64
2016-11-20,2016,China,Others,BEV,40
2016-11-20,2016,Rest of World,Volkswagen,BEV,56
2016-11-20,2016,China,Rivian,BEV,5
2016-11-20,2016,North America,BYD,BEV,12
2016-11-21,2016,China,Hyundai,BEV,24
2016-11-22,2016,Rest of World,Tesla,BEV,40
2016-11-22,2016,China,Volkswagen,BEV,9
2016-11-23,2016,Europe,Rivian,BEV,3
2016-11-23,2016,China,Volkswagen,BEV,40
2016-11-23,2016,North America,Rivian,BEV,1
2016-11-23,2016,North America,BYD,BEV,18
2016-11-25,2016,Europe,NIO,BEV,2
2016-11-25,2016,Europe,NIO,PHEV,5
2016-11-25,2016,China,Volkswagen,BEV,10
2016-11-25,2016,Europe,General Motors,PHEV,94
2016-11-26,2016,North America,Hyundai,BEV,35
2016-11-27,2016,China,Volkswagen,BEV,21
2016-11-28,2016,Europe,BYD,BEV,45
2016-11-29,2016,China,Volkswagen,BEV,14
2016-11-29,2016,North America,Ford,BEV,34
2016-11-29,2016,China,Volkswagen,PHEV,18
2016-11-29,2016,North America,BYD,BEV,12
2016-11-30,2016,China,General Motors,BEV,29
2016-11-30,2016,Europe,Tesla,BEV,145
2016-11-30,2016,North America,Tesla,BEV,47
2016-11-30,2016,China,BYD,BEV,178
2016-11-30,2016,Europe,NIO,BEV,2
2016-11-30,2016,China,Rivian,BEV,1
2016-11-30,2016,China,Others,PHEV,9
2016-12-01,2016,North America,Others,BEV,45
2016-12-01,2016,China,Rivian,BEV,5
2016-12-02,2016,China,Volkswagen,BEV,51
2016-12-02,2016,Europe,General Motors,PHEV,41
2016-12-03,2016,China,NIO,BEV,76
2016-12-03,2016,China,Volkswagen,BEV,41
2016-12-03,2016,North America,Ford,BEV,24
2016-12-04,2016,China,BYD,PHEV,81
2016-12-04,2016,China,NIO,BEV,66
2016-12-04,2016,China,Rivian,PHEV,4
2016-12-04,2016,China,Tesla,BEV,25
2016-12-04,2016,North America,Ford,PHEV,97
2016-12-04,2016,Europe,Ford,BEV,17
2016-12-04,2016,China,Others,BEV,62
2016-12-05,2016,China,Hyundai,BEV,18
2016-12-05,2016,North America,NIO,PHEV,1
2016-12-06,2016,North America,General Motors,PHEV,58
2016-12-07,2016,North America,Rivian,PHEV,1
2016-12-08,2016,Europe,Others,BEV,9
2016-12-08,2016,China,General Motors,BEV,21
2016-12-09,2016,Europe,General Motors,BEV,12
2016-12-09,2016,China,NIO,BEV,78
2016-12-09,2016,Europe,General Motors,BEV,72
2016-12-10,2016,North America,NIO,BEV,1
2016-12-10,2016,North America,Rivian,BEV,3
2016-12-10,2016,Europe,Hyundai,PHEV,49
2016-12-10,2016,China,Hyundai,BEV,64
2016-12-10,2016,Rest of World,General Motors,PHEV,33
2016-12-10,2016,North America,Volkswagen,BEV,55
2016-12-11,2016,North America,Tesla,BEV,57
2016-12-11,2016,China,Tesla,BEV,66
2016-12-12,2016,Europe,Ford,PHEV,92
2016-12-14,2016,Europe,Rivian,BEV,1
2016-12-14,2016,North America,Tesla,PHEV,135
2016-12-14,2016,China,Tesla,BEV,66
2016-12-14,2016,China,Hyundai,BEV,9
2016-12-14,2016,Europe,Ford,PHEV,48
2016-12-15,2016,North America,Hyundai,BEV,35
2016-12-15,2016,China,Hyundai,PHEV,44
2016-12-15,2016,Europe,General Motors,BEV,89
2016-12-16,2016,Europe,Ford,PHEV,82
2016-12-16,2016,North America,Ford,BEV,34
2016-12-17,2016,Europe,Ford,BEV,53
2016-12-18,2016,China,Tesla,BEV,41
2016-12-18,2016,Europe,NIO,BEV,6
2016-12-18,2016,Europe,Tesla,BEV,162
2016-12-18,2016,Europe,Others,BEV,45
2016-12-19,2016,North America,Ford,BEV,111
2016-12-20,2016,North America,Hyundai,BEV,9
2016-12-20,2016,North America,NIO,BEV,1
2016-12-20,2016,Europe,Volkswagen,BEV,24
2016-12-20,2016,China,Others,BEV,22
2016-12-20,2016,China,General Motors,PHEV,56
2016-12-20,2016,Europe,Ford,BEV,87
2016-12-20,2016,China,Hyundai,BEV,35
2016-12-21,2016,Europe,Volkswagen,PHEV,104
2016-12-22,2016,China,General Motors,PHEV,35
2016-12-22,2016,North America,NIO,BEV,4
2016-12-23,2016,China,Tesla,PHEV,59
2016-12-23,2016,North America,Rivian,PHEV,1
2016-12-24,2016,China,Rivian,BEV,1
2016-12-24,2016,China,Volkswagen,BEV,17
2016-12-24,2016,China,Ford,BEV,45
2016-12-25,2016,China,Hyundai,BEV,66
2016-12-25,2016,North America,BYD,PHEV,56
2016-12-26,2016,Rest of World,Ford,BEV,59
2016-12-26,2016,Europe,Volkswagen,PHEV,116
2016-12-26,2016,Europe,Others,BEV,54
2016-12-27,2016,Europe,Hyundai,BEV,63
2016-12-27,2016,Europe,Hyundai,BEV,41
2016-12-27,2016,Europe,Ford,BEV,51
2016-12-28,2016,Europe,Ford,BEV,31
2016-12-28,2016,North America,Others,BEV,62
2016-12-29,2016,China,NIO,BEV,83
2016-12-29,2016,China,Hyundai,BEV,28
2016-12-29,2016,China,Tesla,BEV,12
2016-12-29,2016,Europe,Rivian,BEV,3
2016-12-30,2016,China,BYD,BEV,149
2016-12-30,2016,Europe,BYD,BEV,56
2016-12-30,2016,China,NIO,BEV,36
2016-12-31,2016,Europe,NIO,BEV,6
2016-12-31,2016,North America,Hyundai,BEV,36
2017-01-01,2017,Europe,Rivian,BEV,6
2017-01-01,2017,North America,BYD,BEV,27
2017-01-01,2017,Europe,Volkswagen,BEV,19
2017-01-01,2017,China,Others,BEV,83
2017-01-02,2017,North America,Others,BEV,23
2017-01-02,2017,North America,BYD,BEV,43
2017-01-04,2017,North America,Rivian,PHEV,5
2017-01-04,2017,Europe,Others,BEV,52
2017-01-05,2017,Europe,BYD,BEV,61
2017-01-05,2017,Europe,Others,PHEV,14
2017-01-07,2017,China,Volkswagen,BEV,27
2017-01-08,2017,North America,General Motors,BEV,52
2017-01-08,2017,North America,Rivian,BEV,6
2017-01-09,2017,China,General Motors,BEV,67
2017-01-09,2017,Rest of World,Tesla,PHEV,30
2017-01-09,2017,China,BYD,BEV,131
2017-01-09,2017,China,BYD,BEV,180
2017-01-10,2017,Rest of World,General Motors,PHEV,72
2017-01-11,2017,China,General Motors,BEV,49
2017-01-11,2017,China,Ford,BEV,65
2017-01-11,2017,Europe,Tesla,BEV,68
2017-01-11,2017,China,Ford,BEV,65
2017-01-13,2017,Europe,Hyundai,BEV,16
2017-01-13,2017,Europe,Others,BEV,61
2017-01-14,2017,China,BYD,BEV,235
2017-01-15,2017,Europe,Others,PHEV,30
2017-01-15,2017,China,General Motors,BEV,87
2017-01-16,2017,Europe,Rivian,BEV,7
2017-01-16,2017,Europe,BYD,PHEV,34
2017-01-17,2017,China,Hyundai,PHEV,61
2017-01-17,2017,China,BYD,PHEV,49
2017-01-19,2017,China,Hyundai,BEV,83
2017-01-20,2017,Europe,Hyundai,PHEV,63
2017-01-20,2017,Europe,General Motors,BEV,32
2017-01-20,2017,China,Ford,BEV,45
2017-01-21,2017,North America,General Motors,BEV,29
2017-01-22,2017,China,Volkswagen,BEV,9
2017-01-23,2017,North America,General Motors,BEV,42
2017-01-23,2017,China,Ford,BEV,34
2017-01-23,2017,North America,Hyundai,BEV,16
2017-01-24,2017,China,NIO,BEV,24
2017-01-24,2017,China,Tesla,PHEV,51
2017-01-25,2017,Europe,General Motors,PHEV,59
2017-01-25,2017,Europe,Rivian,BEV,4
2017-01-26,2017,North America,Ford,BEV,98
2017-01-27,2017,China,Rivian,PHEV,8
2017-01-27,2017,North America,BYD,PHEV,47
2017-01-27,2017,Europe,Volkswagen,PHEV,137
2017-01-28,2017,North America,Ford,PHEV,144
2017-01-28,2017,Europe,Rivian,BEV,4
2017-01-28,2017,China,Ford,BEV,72
2017-01-28,2017,China,BYD,PHEV,213
2017-01-28,2017,China,General Motors,PHEV,49
2017-01-29,2017,China,NIO,BEV,117
2017-01-30,2017,North America,BYD,PHEV,47
2017-01-30,2017,China,NIO,BEV,84
2017-01-31,2017,China,NIO,PHEV,133
2017-02-01,2017,Europe,BYD,PHEV,30
2017-02-01,2017,North America,Rivian,BEV,4
2017-02-01,2017,North America,BYD,BEV,9
2017-02-01,2017,China,General Motors,BEV,72
2017-02-01,2017,North America,Ford,BEV,75
2017-02-02,2017,Europe,General Motors,BEV,45
2017-02-02,2017,China,BYD,BEV,218
2017-02-04,2017,North America,Ford,PHEV,121
2017-02-05,2017,Rest of World,Rivian,PHEV,4
2017-02-06,2017,Europe,Others,BEV,47
2017-02-07,2017,North America,Rivian,BEV,8
2017-02-07,2017,Europe,Ford,BEV,32
2017-02-08,2017,North America,General Motors,BEV,160
2017-02-08,2017,North America,Rivian,BEV,6
2017-02-08,2017,Rest of World,Ford,BEV,85
2017-02-08,2017,China,Ford,BEV,34
2017-02-08,2017,Europe,BYD,BEV,20
2017-02-09,2017,Europe,BYD,BEV,30
2017-02-09,2017,North America,Ford,BEV,98
2017-02-09,2017,Europe,Volkswagen,PHEV,39
2017-02-09,2017,North America,Ford,PHEV,68
2017-02-10,2017,China,BYD,BEV,256
2017-02-10,2017,Europe,Others,BEV,87
2017-02-11,2017,China,Ford,BEV,58
2017-02-12,2017,Europe,Rivian,BEV,4
2017-02-12,2017,North America,BYD,PHEV,43
2017-02-12,2017,North America,BYD,BEV,87
2017-02-13,2017,North America,Hyundai,BEV,10
2017-02-14,2017,Europe,Volkswagen,BEV,127
2017-02-14,2017,North America,Hyundai,BEV,12
2017-02-14,2017,China,Tesla,BEV,29
2017-02-14,2017,China,Volkswagen,BEV,14
2017-02-15,2017,Europe,General Motors,BEV,65
2017-02-16,2017,China,BYD,PHEV,240
2017-02-16,2017,North America,Ford,PHEV,45
2017-02-16,2017,Europe,Rivian,BEV,1
2017-02-16,2017,Rest of World,Tesla,PHEV,41
2017-02-16,2017,China,NIO,BEV,51
2017-02-17,2017,China,Rivian,BEV,7
2017-02-17,2017,North America,Ford,PHEV,42
2017-02-17,2017,Europe,Hyundai,PHEV,72
2017-02-17,2017,North America,Tesla,BEV,31
2017-02-18,2017,Rest of World,Ford,PHEV,25
2017-02-18,2017,Europe,Hyundai,BEV,9
2017-02-18,2017,China,General Motors,BEV,47
2017-02-18,2017,China,Tesla,BEV,60
2017-02-18,2017,Europe,Rivian,BEV,2
2017-02-19,2017,North America,Hyundai,PHEV,41
2017-02-19,2017,North America,General Motors,PHEV,141
2017-02-19,2017,North America,Ford,BEV,108
2017-02-20,2017,China,Volkswagen,PHEV,78
2017-02-21,2017,Europe,BYD,BEV,71
2017-02-21,2017,Europe,NIO,BEV,8
2017-02-22,2017,China,Volkswagen,BEV,36
2017-02-22,2017,Europe,Others,BEV,85
2017-02-23,2017,China,Volkswagen,BEV,36
2017-02-23,2017,China,Others,BEV,23
2017-02-24,2017,Europe,Others,BEV,74
2017-02-25,2017,Europe,General Motors,BEV,91
2017-02-25,2017,China,Ford,BEV,16
2017-02-25,2017,Europe,Others,PHEV,56
2017-02-26,2017,North America,General Motors,PHEV,82
2017-02-26,2017,Europe,BYD,BEV,9
2017-02-26,2017,China,Rivian,PHEV,2
2017-02-27,2017,North America,Rivian,PHEV,2
2017-02-27,2017,China,Volkswagen,BEV,61
2017-03-01,2017,China,General Motors,BEV,16
2017-03-01,2017,Europe,Tesla,BEV,182
2017-03-01,2017,North America,Volkswagen,PHEV,134
2017-03-02,2017,China,Others,PHEV,87
2017-03-02,2017,China,Ford,BEV,49
2017-03-02,2017,North America,General Motors,PHEV,32
2017-03-03,2017,Europe,Ford,PHEV,65
2017-03-03,2017,Europe,Rivian,BEV,1
2017-03-03,2017,North America,NIO,BEV,1
2017-03-04,2017,China,Volkswagen,BEV,9
2017-03-04,2017,China,Others,BEV,63
2017-03-04,2017,Europe,Ford,BEV,104
2017-03-06,2017,North America,NIO,BEV,1
2017-03-06,2017,Rest of World,Tesla,PHEV,65
2017-03-06,2017,China,Volkswagen,BEV,58
2017-03-07,2017,China,Tesla,BEV,89
2017-03-07,2017,North America,Others,BEV,23
2017-03-07,2017,North America,General Motors,BEV,49
2017-03-08,2017,China,Tesla,BEV,23
2017-03-08,2017,Europe,BYD,PHEV,69
2017-03-08,2017,China,BYD,BEV,180
2017-03-09,2017,Rest of World,General Motors,BEV,25
2017-03-10,2017,Europe,Tesla,PHEV,104
2017-03-10,2017,Europe,Ford,PHEV,114
2017-03-10,2017,Europe,Tesla,BEV,123
2017-03-10,2017,China,Hyundai,BEV,20
2017-03-11,2017,China,Ford,BEV,40
2017-03-12,2017,China,Rivian,PHEV,2
2017-03-12,2017,China,Volkswagen,BEV,67
2017-03-12,2017,North America,Volkswagen,BEV,91
2017-03-13,2017,China,Others,PHEV,49
2017-03-14,2017,Europe,Volkswagen,BEV,127
2017-03-15,2017,North America,Hyundai,BEV,29
2017-03-15,2017,China,Volkswagen,BEV,16
2017-03-15,2017,China,BYD,BEV,262
2017-03-15,2017,North America,Others,BEV,85
2017-03-16,2017,Europe,Rivian,BEV,1
2017-03-17,2017,Europe,Ford,BEV,91
2017-03-18,2017,China,Hyundai,BEV,76
2017-03-18,2017,China,Tesla,BEV,58
2017-03-19,2017,Europe,Volkswagen,BEV,160
2017-03-19,2017,Europe,Ford,PHEV,22
2017-03-20,2017,China,General Motors,BEV,87
2017-03-21,2017,China,NIO,BEV,90
2017-03-23,2017,China,Volkswagen,BEV,34
2017-03-24,2017,China,Others,BEV,83
2017-03-24,2017,China,BYD,BEV,142
2017-03-24,2017,Europe,Tesla,BEV,31
2017-03-25,2017,Rest of World,Hyundai,BEV,58
2017-03-25,2017,China,Hyundai,PHEV,61
2017-03-25,2017,Europe,Ford,BEV,82
2017-03-26,2017,Europe,BYD,PHEV,16
2017-03-26,2017,Europe,General Motors,BEV,52
2017-03-26,2017,Europe,Rivian,BEV,2
2017-03-26,2017,North America,Others,BEV,27
2017-03-27,2017,China,Hyundai,BEV,60
2017-03-27,2017,China,Others,PHEV,78
2017-03-27,2017,North America,Hyundai,BEV,23
2017-03-27,2017,China,NIO,BEV,84
2017-03-27,2017,China,Hyundai,BEV,85
2017-03-28,2017,Europe,Tesla,BEV,41
2017-03-28,2017,North America,Ford,BEV,52
2017-03-29,2017,China,Ford,BEV,12
2017-03-30,2017,North America,NIO,BEV,6
2017-03-30,2017,Rest of World,Hyundai,BEV,12
2017-03-30,2017,North America,General Motors,PHEV,150
2017-03-30,2017,Europe,Hyundai,BEV,71
2017-03-30,2017,North America,Tesla,PHEV,209
2017-03-31,2017,Europe,NIO,BEV,4
2017-03-31,2017,Europe,Others,BEV,72
2017-03-31,2017,China,General Motors,BEV,32
2017-03-31,2017,Europe,General Motors,BEV,59
2017-03-31,2017,North America,Ford,BEV,137
2017-04-01,2017,China,Others,BEV,34
2017-04-01,2017,China,BYD,PHEV,60
2017-04-01,2017,China,BYD,BEV,103
2017-04-01,2017,Europe,BYD,PHEV,30
2017-04-01,2017,China,Hyundai,BEV,65
2017-04-01,2017,Europe,NIO,BEV,7
2017-04-02,2017,Rest of World,NIO,BEV,1
2017-04-02,2017,North America,Volkswagen,BEV,147
2017-04-03,2017,North America,General Motors,BEV,137
2017-04-04,2017,China,Volkswagen,BEV,85
2017-04-04,2017,North America,General Motors,BEV,32
2017-04-04,2017,Europe,Others,BEV,20
2017-04-04,2017,North America,NIO,BEV,4
2017-04-04,2017,North America,BYD,BEV,52
2017-04-05,2017,China,Volkswagen,BEV,30
2017-04-05,2017,China,Volkswagen,PHEV,36
2017-04-05,2017,Rest of World,Rivian,BEV,8
2017-04-06,2017,China,BYD,BEV,120
2017-04-06,2017,North America,Others,BEV,61
2017-04-06,2017,Europe,Ford,BEV,150
2017-04-06,2017,North America,Others,BEV,14
2017-04-07,2017,China,General Motors,PHEV,25
2017-04-08,2017,China,Tesla,BEV,29
2017-04-09,2017,Rest of World,General Motors,PHEV,69
2017-04-09,2017,North America,General Motors,BEV,72
2017-04-10,2017,China,General Motors,BEV,76
2017-04-10,2017,North America,Tesla,PHEV,118
2017-04-10,2017,China,BYD,PHEV,147
2017-04-10,2017,China,Others,BEV,60
2017-04-11,2017,China,NIO,BEV,13
2017-04-12,2017,China,NIO,PHEV,76
2017-04-12,2017,Europe,NIO,BEV,6
2017-04-12,2017,Europe,Rivian,BEV,1
2017-04-12,2017,North America,Tesla,PHEV,186
2017-04-13,2017,China,Rivian,PHEV,3
2017-04-14,2017,Europe,Hyundai,BEV,72
2017-04-14,2017,Europe,Hyundai,BEV,38
2017-04-15,2017,North America,Tesla,PHEV,82
2017-04-15,2017,North America,Volkswagen,BEV,26
2017-04-16,2017,China,Hyundai,PHEV,69
2017-04-16,2017,Europe,Tesla,BEV,95
2017-04-17,2017,North America,NIO,BEV,8
2017-04-17,2017,Rest of World,NIO,BEV,7
2017-04-17,2017,Europe,Hyundai,BEV,54
2017-04-17,2017,North America,BYD,PHEV,14
2017-04-18,2017,North America,General Motors,BEV,118
2017-04-19,2017,China,BYD,BEV,109
2017-04-19,2017,North America,Tesla,PHEV,177
2017-04-19,2017,Europe,NIO,BEV,5
2017-04-19,2017,China,Volkswagen,BEV,20
2017-04-20,2017,China,BYD,PHEV,235
2017-04-20,2017,China,General Motors,BEV,25
2017-04-20,2017,Europe,Rivian,BEV,4
2017-04-21,2017,North America,Ford,PHEV,32
2017-04-22,2017,China,Tesla,BEV,43
2017-04-23,2017,China,Volkswagen,BEV,67
2017-04-23,2017,China,Tesla,PHEV,76
2017-04-23,2017,North America,General Motors,BEV,82
2017-04-24,2017,North America,Ford,BEV,114
2017-04-24,2017,Europe,General Motors,BEV,85
2017-04-24,2017,Europe,NIO,BEV,5
2017-04-24,2017,Europe,Hyundai,BEV,47
2017-04-25,2017,Europe,Others,PHEV,21
2017-04-25,2017,Europe,Volkswagen,BEV,154
2017-04-26,2017,China,Tesla,PHEV,32
2017-04-26,2017,China,NIO,BEV,41
2017-04-27,2017,North America,General Motors,PHEV,39
2017-04-27,2017,China,Hyundai,PHEV,43
2017-04-27,2017,Europe,BYD,BEV,14
2017-04-28,2017,North America,Volkswagen,BEV,131
2017-04-28,2017,Rest of World,Volkswagen,BEV,23
2017-04-28,2017,China,Volkswagen,PHEV,20
2017-04-29,2017,China,General Motors,PHEV,85
2017-04-29,2017,Europe,Others,BEV,21
2017-04-29,2017,North America,NIO,BEV,2
2017-04-30,2017,Europe,Tesla,BEV,72
2017-04-30,2017,North America,Others,BEV,43
2017-04-30,2017,China,Volkswagen,BEV,56
2017-05-01,2017,China,Others,BEV,43
2017-05-01,2017,China,General Motors,PHEV,41
2017-05-01,2017,Europe,BYD,PHEV,76
2017-05-02,2017,Europe,General Motors,BEV,108
2017-05-02,2017,Europe,Volkswagen,BEV,104
2017-05-02,2017,China,NIO,BEV,71
2017-05-03,2017,China,Others,BEV,25
2017-05-03,2017,Europe,Ford,BEV,154
2017-05-04,2017,China,BYD,BEV,43
2017-05-04,2017,Europe,Rivian,BEV,6
2017-05-05,2017,China,NIO,BEV,106
2017-05-05,2017,China,Hyundai,BEV,23
2017-05-05,2017,China,BYD,BEV,158
2017-05-07,2017,Europe,BYD,BEV,52
2017-05-07,2017,Europe,Tesla,BEV,54
2017-05-07,2017,Europe,Hyundai,BEV,29
2017-05-08,2017,Europe,Hyundai,BEV,36
2017-05-08,2017,China,Tesla,BEV,80
2017-05-09,2017,Europe,Rivian,BEV,3
2017-05-09,2017,China,Volkswagen,BEV,87
2017-05-10,2017,North America,BYD,BEV,21
2017-05-10,2017,Rest of World,Rivian,BEV,6
2017-05-11,2017,Europe,BYD,BEV,52
2017-05-11,2017,Europe,BYD,PHEV,47
2017-05-11,2017,Europe,General Motors,BEV,32
2017-05-11,2017,Europe,General Motors,PHEV,16
2017-05-12,2017,China,General Motors,BEV,83
2017-05-12,2017,China,Ford,BEV,14
2017-05-13,2017,North America,Tesla,PHEV,59
2017-05-13,2017,Rest of World,Others,BEV,72
2017-05-14,2017,Europe,NIO,BEV,3
2017-05-15,2017,Rest of World,Ford,BEV,83
2017-05-15,2017,North America,Volkswagen,BEV,118
2017-05-15,2017,China,General Motors,BEV,20
2017-05-16,2017,North America,Ford,BEV,39
2017-05-17,2017,Europe,Volkswagen,BEV,131
2017-05-18,2017,China,BYD,BEV,153
2017-05-18,2017,Europe,Volkswagen,BEV,108
2017-05-18,2017,Rest of World,BYD,BEV,61
2017-05-19,2017,North America,NIO,BEV,6
2017-05-19,2017,North America,NIO,PHEV,1
2017-05-19,2017,Rest of World,Tesla,PHEV,36
2017-05-20,2017,Europe,Ford,PHEV,16
2017-05-20,2017,Europe,Ford,PHEV,45
2017-05-20,2017,China,Rivian,BEV,5
2017-05-20,2017,China,Tesla,BEV,72
2017-05-20,2017,North America,Tesla,BEV,177
2017-05-20,2017,North America,Others,BEV,14
2017-05-21,2017,Rest of World,BYD,BEV,45
2017-05-21,2017,Europe,BYD,BEV,34
2017-05-22,2017,Europe,Hyundai,BEV,51
2017-05-22,2017,China,Tesla,PHEV,83
2017-05-22,2017,North America,General Motors,BEV,141
2017-05-23,2017,China,Hyundai,BEV,61
2017-05-23,2017,China,Ford,BEV,51
2017-05-23,2017,Europe,Tesla,BEV,91
2017-05-23,2017,Europe,Volkswagen,PHEV,134
2017-05-24,2017,North America,NIO,BEV,7
2017-05-24,2017,Europe,Tesla,BEV,118
2017-05-24,2017,China,Hyundai,BEV,49
2017-05-25,2017,Europe,Rivian,PHEV,8
2017-05-25,2017,Europe,Ford,PHEV,78
2017-05-25,2017,China,General Motors,BEV,45
2017-05-26,2017,North America,NIO,BEV,3
2017-05-26,2017,Rest of World,Rivian,PHEV,8
2017-05-26,2017,North America,Volkswagen,BEV,39
2017-05-27,2017,China,Ford,PHEV,32
2017-05-28,2017,North America,NIO,PHEV,3
2017-05-30,2017,Europe,BYD,PHEV,87
2017-05-30,2017,Europe,Others,PHEV,78
2017-05-30,2017,China,Tesla,BEV,65
2017-05-30,2017,Europe,Volkswagen,BEV,131
2017-05-30,2017,China,Others,BEV,71
2017-05-30,2017,Europe,Rivian,BEV,4
2017-06-01,2017,China,BYD,BEV,32
2017-06-01,2017,China,Rivian,BEV,5
2017-06-01,2017,Europe,Hyundai,BEV,41
2017-06-01,2017,China,Hyundai,BEV,32
2017-06-01,2017,Europe,Tesla,PHEV,31
2017-06-01,2017,Europe,Others,BEV,16
2017-06-01,2017,Europe,Rivian,BEV,8
2017-06-02,2017,North America,BYD,PHEV,12
2017-06-02,2017,Europe,Volkswagen,PHEV,101
2017-06-02,2017,Europe,NIO,BEV,8
2017-06-03,2017,Europe,Hyundai,BEV,82
2017-06-03,2017,Europe,Rivian,PHEV,7
2017-06-03,2017,Rest of World,Tesla,BEV,65
2017-06-04,2017,Europe,Volkswagen,BEV,104
2017-06-04,2017,China,Rivian,BEV,4
2017-06-05,2017,North America,Rivian,PHEV,6
2017-06-05,2017,China,General Motors,PHEV,80
2017-06-05,2017,Europe,Hyundai,BEV,76
2017-06-05,2017,China,Rivian,PHEV,2
2017-06-06,2017,China,Tesla,PHEV,12
2017-06-07,2017,Europe,NIO,BEV,5
2017-06-07,2017,China,Tesla,BEV,51
2017-06-07,2017,North America,Ford,BEV,85
2017-06-07,2017,North America,Others,BEV,21
2017-06-07,2017,Europe,Rivian,PHEV,3
2017-06-08,2017,China,General Motors,PHEV,61
2017-06-09,2017,China,Ford,BEV,29
2017-06-09,2017,North America,General Motors,PHEV,29
2017-06-09,2017,North America,NIO,PHEV,4
2017-06-09,2017,North America,BYD,PHEV,32
2017-06-10,2017,North America,Others,BEV,21
2017-06-10,2017,North America,Ford,PHEV,134
2017-06-10,2017,China,Others,BEV,16
2017-06-10,2017,China,Tesla,PHEV,32
2017-06-11,2017,North America,General Motors,PHEV,104
2017-06-11,2017,North America,Tesla,BEV,186
2017-06-12,2017,China,Tesla,BEV,85
2017-06-13,2017,North America,General Motors,BEV,144
2017-06-13,2017,China,Ford,BEV,89
2017-06-13,2017,China,Volkswagen,BEV,20
2017-06-13,2017,North America,NIO,BEV,4
2017-06-13,2017,China,Volkswagen,BEV,29
2017-06-14,2017,China,Rivian,PHEV,1
2017-06-14,2017,North America,Rivian,PHEV,6
2017-06-14,2017,North America,NIO,BEV,6
2017-06-15,2017,North America,Tesla,PHEV,109
2017-06-15,2017,North America,Rivian,BEV,6
2017-06-15,2017,Europe,Hyundai,BEV,36
2017-06-15,2017,Europe,NIO,BEV,2
2017-06-16,2017,Europe,Others,BEV,67
2017-06-17,2017,China,Volkswagen,BEV,34
2017-06-17,2017,China,Others,BEV,38
2017-06-17,2017,China,Others,BEV,60
2017-06-18,2017,China,BYD,PHEV,87
2017-06-18,2017,China,Volkswagen,PHEV,16
2017-06-19,2017,Europe,General Motors,BEV,16
